first_name,second_name,goals_scored,attempted_passes,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Ryan,Fraser,0,,1,11,360,8,100.7,49.4,60.0,1,37,20.9,0,0,1,7.1,73,3
David,Brooks,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,64,3
Junior,Stanislas,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,3
Jordon,Ibe,0,,0,2,48,1,5.4,6.8,0.0,0,10,1.2,0,0,0,0.2,49,3
Lewis,Cook,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3
Andrew,Surman,0,,0,2,56,1,2.2,6.4,0.0,0,6,0.9,0,0,0,0.1,49,3
Dan,Gosling,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,3
Jefferson,Lerma,0,,0,6,360,8,9.1,39.6,10.0,0,42,5.8,0,0,2,0.2,50,3
Jack,Stacey,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,2
Philip,Billing,0,,0,5,315,7,30.5,61.4,16.0,0,43,10.8,0,0,2,0.2,50,3
Arnaut,Danjuma Groeneveld,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,3
Aaron,Ramsdale,0,,0,8,360,8,0.0,81.6,0.0,0,60,8.2,0,0,0,0.3,45,1
Harry,Wilson,2,,0,16,191,5,45.5,76.8,83.0,1,59,20.6,0,0,0,2.9,60,3
Shane,Duffy,0,,0,9,270,3,1.2,42.8,11.0,0,52,5.5,1,0,0,2.4,50,2
Martín,Montoya,0,,0,8,360,7,57.8,60.6,16.0,0,52,13.5,1,0,1,0.9,45,2
Bernardo,Fernandes da Silva Junior,0,,0,2,67,3,16.2,10.8,2.0,0,14,2.9,0,0,0,0.2,45,2
Leon,Balogun,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,2
Gaëtan,Bong,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,2
Lewis,Dunk,0,,1,14,360,7,15.3,91.6,10.0,4,86,11.7,1,0,2,11.6,46,2
Matthew,Clarke,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,2
Glenn,Murray,0,,0,6,175,3,26.8,4.4,16.0,0,12,4.5,1,0,0,1.7,59,4
Jürgen,Locadia,0,,0,3,85,1,1.3,3.2,30.0,0,5,3.3,1,0,0,0.2,54,4
Florin,Andone,1,,0,5,71,2,11.3,45.0,21.0,1,20,7.6,0,1,0,1.2,50,4
Mathew,Ryan,0,,0,12,360,7,0.0,81.4,0.0,2,73,8.1,1,0,0,14.0,46,1
David,Button,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,25.5,40,1
Pascal,Groß,0,,1,11,184,3,99.3,28.0,31.0,1,43,15.8,1,0,0,0.9,65,3
Alireza,Jahanbakhsh,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,3
José Heriberto,Izquierdo Mena,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3
Anthony,Knockaert,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,3
Yves,Bissouma,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3
Davy,Pröpper,0,,1,12,360,7,33.5,70.6,36.0,0,57,14.1,1,0,0,0.9,50,3
Solomon,March,0,,0,9,337,6,74.3,62.2,68.0,0,49,20.5,1,0,0,0.4,49,3
Beram,Kayal,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,3
Dale,Stephens,0,,0,9,347,6,19.0,53.2,19.0,0,55,9.1,1,0,0,3.1,45,3
Leandro,Trossard,1,,0,11,247,6,87.1,57.8,111.0,0,40,25.5,0,0,0,0.8,60,3
Dan,Burn,0,,0,9,360,7,40.7,58.2,20.0,0,57,11.8,1,0,0,0.2,45,2
Adam,Webster,0,,0,0,90,4,0.8,18.4,2.0,0,15,2.1,0,0,0,0.1,44,2
Neal,Maupay,1,,0,11,188,4,31.4,45.2,136.0,1,33,21.3,0,0,0,0.5,60,4
Aaron,Mooy,0,,0,1,5,0,0.5,0.2,0.0,0,3,0.1,0,0,0,0.2,49,3
Aaron,Connolly,0,,0,1,24,1,0.1,0.2,0.0,0,1,0.0,0,0,0,0.1,45,4
Ben,Mee,0,,0,10,360,6,21.2,85.8,37.0,0,57,14.4,1,0,0,0.9,50,2
James,Tarkowski,0,,0,9,360,6,1.4,82.8,91.0,0,54,17.5,1,0,1,1.6,50,2
Matthew,Lowton,0,,0,10,360,6,74.4,66.6,3.0,0,59,14.5,1,0,0,0.5,45,2
Phil,Bardsley,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,2
Charlie,Taylor,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,44,2
Kevin,Long,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,2
Ben,Gibson,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.9,40,2
Ashley,Barnes,4,,0,27,322,4,11.5,145.0,198.0,4,103,34.8,2,0,1,10.9,67,4
Chris,Wood,0,,0,6,330,5,40.5,10.8,98.0,0,5,14.7,1,0,0,0.7,63,4
Matej,Vydra,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,4
Nick,Pope,0,,0,15,360,6,20.3,121.2,2.0,1,89,14.3,1,0,0,11.7,46,1
Joe,Hart,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,44,1
Johann Berg,Gudmundsson,1,,0,14,226,2,107.4,67.8,46.0,1,51,22.1,2,0,0,1.0,60,3
Dwight,McNeil,0,,2,16,348,5,81.8,49.4,62.0,0,60,19.3,2,0,0,0.4,60,3
Robbie,Brady,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3
Steven,Defour,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3
Jeff,Hendrick,0,,0,1,4,1,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,54,3
Ashley,Westwood,0,,0,9,360,6,79.7,48.6,5.0,0,47,13.3,1,0,0,0.6,54,3
Jack,Cork,0,,0,9,360,6,27.1,36.2,30.0,0,42,9.3,1,0,0,0.3,50,3
Daniel,Drinkwater,0,,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,45,3
Aaron,Lennon,0,,0,4,138,4,3.0,8.4,2.0,0,15,1.4,0,0,1,0.1,49,3
Erik,Pieters,0,,2,18,360,6,43.0,99.6,3.0,2,80,14.6,1,0,0,8.1,46,2
